CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0031_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10031.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 3
CASTNO = 1
DATE = 20161124
TIME = 2137
LATITUDE = 22.7705
LONGITUDE = -110
DEPTH = 1256
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
       868,2,    5.0209,2,   34.5064,2,       7.7,2,        17,     4.715,      -999,      -999
       869,2,    5.0106,2,   34.5061,2,       7.8,2,        17,     4.715,      -999,      -999
       870,2,    4.9946,2,   34.5072,2,       7.8,2,        17,     4.716,      -999,      -999
       871,2,    4.9907,2,   34.5073,2,       7.8,2,        22,     4.716,      -999,      -999
       872,2,    4.9891,2,   34.5074,2,       7.8,2,        34,     4.715,      -999,      -999
       873,2,    4.9876,2,   34.5075,2,       7.9,2,        33,     4.715,      -999,      -999
       874,2,    4.9855,2,   34.5081,2,       7.9,2,        27,     4.716,      -999,      -999
       875,2,     4.985,2,   34.5082,2,       7.9,2,        26,     4.715,      -999,      -999
       876,2,    4.9847,2,   34.5081,2,       7.9,2,        23,     4.715,      -999,      -999
       877,2,    4.9835,2,   34.5084,2,       7.9,2,        22,     4.715,      -999,      -999
       878,2,    4.9839,2,   34.5085,2,       7.9,2,        20,     4.715,      -999,      -999
       879,2,    4.9822,2,   34.5098,2,       7.9,2,        20,     4.716,      -999,      -999
       880,2,    4.9785,2,   34.5101,2,       7.9,2,        23,     4.715,      -999,      -999
       881,2,    4.9715,2,   34.5104,2,       7.9,2,        34,     4.715,      -999,      -999
       882,2,    4.9642,2,   34.5106,2,       7.9,2,        33,     4.715,      -999,      -999
       883,2,    4.9541,2,   34.5108,2,       7.9,2,        25,     4.715,      -999,      -999
       884,2,    4.9384,2,    34.511,2,       7.9,2,        21,     4.715,      -999,      -999
       885,2,    4.9159,2,   34.5122,2,         8,2,        19,     4.715,      -999,      -999
       886,2,    4.9063,2,   34.5127,2,         8,2,        20,     4.715,      -999,      -999
       887,2,    4.9052,2,   34.5127,2,       8.1,2,        25,     4.715,      -999,      -999
       888,2,    4.9045,2,   34.5128,2,       8.3,2,        40,     4.715,      -999,      -999
       889,2,    4.9042,2,   34.5128,2,       8.4,2,        26,     4.715,      -999,      -999
       890,2,    4.8972,2,   34.5125,2,       8.5,2,        20,     4.715,      -999,      -999
       891,2,     4.891,2,   34.5124,2,       8.5,2,        19,     4.714,      -999,      -999
       892,2,    4.8895,2,   34.5124,2,       8.4,2,        20,     4.715,      -999,      -999
       893,2,    4.8849,2,   34.5121,2,       8.5,2,        22,     4.715,      -999,      -999
       894,2,    4.8728,2,    34.512,2,       8.5,2,        29,     4.715,      -999,      -999
       895,2,    4.8703,2,   34.5121,2,       8.6,2,        33,     4.715,      -999,      -999
       896,2,    4.8693,2,    34.512,2,       8.6,2,        30,     4.715,      -999,      -999
       897,2,    4.8658,2,   34.5121,2,       8.6,2,        24,     4.716,      -999,      -999
       898,2,     4.865,2,    34.512,2,       8.6,2,        20,     4.715,      -999,      -999
       899,2,    4.8641,2,    34.512,2,       8.7,2,        20,     4.715,      -999,      -999
       900,2,    4.8628,2,   34.5122,2,       8.7,2,        21,     4.715,      -999,      -999
       901,2,    4.8629,2,    34.512,2,       8.8,2,        26,     4.716,      -999,      -999
       902,2,    4.8617,2,   34.5119,2,       8.8,2,        35,     4.715,      -999,      -999
       903,2,     4.857,2,    34.512,2,       8.8,2,        30,     4.715,      -999,      -999
       904,2,    4.8529,2,   34.5119,2,       8.8,2,        24,     4.715,      -999,      -999
       905,2,    4.8465,2,   34.5126,2,       8.7,2,        20,     4.715,      -999,      -999
       906,2,    4.8427,2,   34.5127,2,       8.7,2,        21,     4.715,      -999,      -999
       907,2,    4.8387,2,   34.5126,2,       8.8,2,        22,     4.716,      -999,      -999
       908,2,    4.8353,2,   34.5127,2,       8.8,2,        25,     4.716,      -999,      -999
       909,2,    4.8338,2,   34.5129,2,       8.9,2,        25,     4.716,      -999,      -999
       910,2,    4.8343,2,   34.5133,2,       8.9,2,        23,     4.717,      -999,      -999
       911,2,    4.8334,2,   34.5138,2,         9,2,        24,     4.716,      -999,      -999
       912,2,    4.8316,2,   34.5141,2,         9,2,        32,     4.715,      -999,      -999
       913,2,     4.831,2,   34.5143,2,         9,2,        36,     4.716,      -999,      -999
       914,2,    4.8237,2,   34.5142,2,         9,2,        26,     4.715,      -999,      -999
       915,2,    4.8075,2,   34.5143,2,         9,2,        21,     4.715,      -999,      -999
       916,2,    4.8018,2,   34.5143,2,         9,2,        20,     4.715,      -999,      -999
       917,2,    4.7963,2,   34.5147,2,         9,2,        18,     4.716,      -999,      -999
       918,2,    4.7936,2,   34.5147,2,       9.1,2,        20,     4.716,      -999,      -999
       919,2,    4.7909,2,   34.5147,2,       9.1,2,        23,     4.716,      -999,      -999
       920,2,    4.7833,2,    34.515,2,       9.3,2,        30,     4.715,      -999,      -999
       921,2,    4.7779,2,   34.5152,2,       9.3,2,        38,     4.715,      -999,      -999
       922,2,    4.7759,2,   34.5155,2,       9.3,2,        29,     4.716,      -999,      -999
       923,2,    4.7721,2,   34.5157,2,       9.4,2,        23,     4.716,      -999,      -999
       924,2,     4.769,2,   34.5158,2,       9.4,2,        20,     4.716,      -999,      -999
       925,2,    4.7609,2,   34.5154,2,       9.5,2,        20,     4.715,      -999,      -999
       926,2,    4.7574,2,   34.5157,2,       9.5,2,        19,     4.715,      -999,      -999
       927,2,    4.7482,2,   34.5158,2,       9.5,2,        21,     4.716,      -999,      -999
       928,2,    4.7438,2,   34.5159,2,       9.5,2,        26,     4.716,      -999,      -999
       929,2,    4.7374,2,   34.5162,2,       9.5,2,        42,     4.716,      -999,      -999
       930,2,    4.7298,2,   34.5165,2,       9.7,2,        28,     4.716,      -999,      -999
       931,2,    4.7252,2,   34.5168,2,       9.7,2,        22,     4.716,      -999,      -999
       932,2,    4.7246,2,   34.5169,2,       9.7,2,        21,     4.716,      -999,      -999
       933,2,    4.7218,2,   34.5168,2,       9.8,2,        20,     4.716,      -999,      -999
       934,2,    4.7178,2,   34.5171,2,       9.9,2,        21,     4.715,      -999,      -999
       935,2,    4.7156,2,   34.5172,2,       9.9,2,        22,     4.716,      -999,      -999
       936,2,    4.7148,2,   34.5172,2,       9.9,2,        28,     4.717,      -999,      -999
       937,2,    4.7119,2,   34.5174,2,       9.9,2,        32,     4.716,      -999,      -999
       938,2,    4.7047,2,   34.5175,2,        10,2,        26,     4.717,      -999,      -999
       939,2,    4.6898,2,   34.5181,2,      10.1,2,        22,     4.717,      -999,      -999
       940,2,    4.6777,2,   34.5189,2,      10.1,2,        21,     4.717,      -999,      -999
       941,2,    4.6727,2,    34.519,2,      10.1,2,        25,     4.716,      -999,      -999
       942,2,    4.6711,2,   34.5189,2,      10.1,2,        32,     4.716,      -999,      -999
       943,2,    4.6679,2,   34.5192,2,      10.2,2,        29,     4.716,      -999,      -999
       944,2,    4.6604,2,   34.5195,2,      10.3,2,        23,     4.716,      -999,      -999
       945,2,    4.6581,2,   34.5197,2,      10.4,2,        21,     4.716,      -999,      -999
       946,2,     4.656,2,   34.5196,2,      10.4,2,        19,     4.716,      -999,      -999
       947,2,    4.6471,2,   34.5199,2,      10.4,2,        19,     4.716,      -999,      -999
       948,2,    4.6333,2,   34.5204,2,      10.5,2,        22,     4.716,      -999,      -999
       949,2,    4.6211,2,   34.5212,2,      10.6,2,        29,     4.716,      -999,      -999
       950,2,    4.6132,2,   34.5214,2,      10.7,2,        32,     4.716,      -999,      -999
       951,2,    4.6121,2,   34.5216,2,      10.8,2,        32,     4.715,      -999,      -999
       952,2,    4.6111,2,   34.5217,2,      10.8,2,        27,     4.715,      -999,      -999
       953,2,    4.6108,2,   34.5217,2,      10.9,2,        22,     4.716,      -999,      -999
       954,2,     4.611,2,   34.5219,2,        11,2,        20,     4.716,      -999,      -999
       955,2,    4.6082,2,    34.522,2,      10.9,2,        20,     4.715,      -999,      -999
       956,2,    4.5994,2,   34.5221,2,      10.9,2,        21,     4.715,      -999,      -999
       957,2,    4.5782,2,    34.523,2,      10.9,2,        26,     4.715,      -999,      -999
       958,2,    4.5674,2,   34.5233,2,        11,2,        31,     4.715,      -999,      -999
       959,2,    4.5612,2,   34.5235,2,      11.1,2,        25,     4.715,      -999,      -999
       960,2,    4.5608,2,   34.5234,2,      11.3,2,        22,     4.716,      -999,      -999
       961,2,    4.5596,2,   34.5235,2,      11.3,2,        21,     4.716,      -999,      -999
       962,2,    4.5538,2,   34.5236,2,      11.4,2,        21,     4.715,      -999,      -999
       963,2,    4.5514,2,   34.5238,2,      11.4,2,        25,     4.715,      -999,      -999
       964,2,     4.551,2,   34.5239,2,      11.4,2,        34,     4.717,      -999,      -999
       965,2,    4.5513,2,    34.524,2,      11.3,2,        33,     4.716,      -999,      -999
       966,2,    4.5517,2,    34.524,2,      11.3,2,        25,     4.716,      -999,      -999
       967,2,    4.5508,2,   34.5243,2,      11.4,2,        22,     4.716,      -999,      -999
       968,2,    4.5511,2,   34.5246,2,      11.4,2,        20,     4.715,      -999,      -999
       969,2,    4.5513,2,   34.5247,2,      11.5,2,        19,     4.715,      -999,      -999
       970,2,    4.5519,2,   34.5248,2,      11.4,2,        21,     4.715,      -999,      -999
       971,2,    4.5536,2,   34.5253,2,      11.6,2,        23,     4.715,      -999,      -999
       972,2,    4.5563,2,   34.5266,2,      11.6,2,        27,     4.715,      -999,      -999
       973,2,    4.5563,2,   34.5266,2,      11.6,2,        27,     4.714,      -999,      -999
       974,2,    4.5572,2,    34.527,2,      11.8,2,        26,     4.714,      -999,      -999
       975,2,    4.5548,2,   34.5274,2,      11.8,2,        24,     4.714,      -999,      -999
       976,2,    4.5448,2,   34.5281,2,      11.8,2,        25,     4.713,      -999,      -999
       977,2,    4.5299,2,   34.5273,2,      11.8,2,        29,     4.713,      -999,      -999
       978,2,    4.4956,2,   34.5256,2,      11.9,2,        32,     4.713,      -999,      -999
       979,2,    4.4926,2,   34.5257,2,        12,2,        27,     4.716,      -999,      -999
       980,2,     4.492,2,   34.5255,2,        12,2,        22,     4.717,      -999,      -999
       981,2,    4.4903,2,   34.5253,2,        12,2,        19,     4.717,      -999,      -999
       982,2,    4.4873,2,   34.5255,2,        12,2,        18,     4.716,      -999,      -999
       983,2,    4.4867,2,   34.5256,2,      12.1,2,        19,     4.716,      -999,      -999
       984,2,    4.4851,2,   34.5256,2,      12.1,2,        20,     4.717,      -999,      -999
       985,2,    4.4844,2,   34.5255,2,      12.2,2,        27,     4.717,      -999,      -999
       986,2,    4.4836,2,   34.5258,2,      12.2,2,        38,     4.717,      -999,      -999
       987,2,    4.4835,2,   34.5259,2,      12.2,2,        30,     4.717,      -999,      -999
       988,2,    4.4835,2,    34.526,2,      12.1,2,        24,     4.717,      -999,      -999
       989,2,    4.4837,2,   34.5262,2,      12.1,2,        23,     4.717,      -999,      -999
       990,2,    4.4836,2,   34.5261,2,      12.1,2,        23,     4.717,      -999,      -999
       991,2,    4.4841,2,   34.5262,2,      12.1,2,        22,     4.717,      -999,      -999
       992,2,    4.4836,2,   34.5264,2,      12.1,2,        23,     4.717,      -999,      -999
       993,2,     4.483,2,   34.5266,2,      12.1,2,        24,     4.717,      -999,      -999
       994,2,    4.4837,2,   34.5268,2,      12.1,2,        25,     4.717,      -999,      -999
       995,2,    4.4842,2,   34.5267,2,      12.1,2,        26,     4.717,      -999,      -999
       996,2,    4.4855,2,   34.5267,2,      12.1,2,        26,     4.717,      -999,      -999
       997,2,    4.4852,2,   34.5268,2,      12.2,2,        23,     4.717,      -999,      -999
       998,2,    4.4835,2,   34.5272,2,      12.2,2,        20,     4.717,      -999,      -999
       999,2,    4.4809,2,   34.5275,2,      12.2,2,        20,     4.716,      -999,      -999
      1000,2,    4.4791,2,   34.5277,2,      12.3,2,        25,     4.715,      -999,      -999
      1001,2,    4.4777,2,   34.5278,2,      12.3,2,        37,     4.715,      -999,      -999
      1002,2,    4.4746,2,   34.5281,2,      12.4,2,        32,     4.716,      -999,      -999
      1003,2,    4.4705,2,   34.5287,2,      12.4,2,        23,     4.715,      -999,      -999
      1004,2,    4.4691,2,   34.5286,2,      12.4,2,        20,     4.715,      -999,      -999
      1005,2,    4.4677,2,   34.5288,2,      12.4,2,        20,     4.715,      -999,      -999
      1006,2,    4.4669,2,   34.5288,2,      12.5,2,        20,     4.715,      -999,      -999
      1007,2,    4.4651,2,   34.5289,2,      12.5,2,        25,     4.715,      -999,      -999
      1008,2,    4.4642,2,    34.529,2,      12.5,2,        29,     4.715,      -999,      -999
      1009,2,    4.4639,2,    34.529,2,      12.6,2,        25,     4.715,      -999,      -999
      1010,2,    4.4609,2,   34.5291,2,      12.6,2,        24,     4.715,      -999,      -999
      1011,2,    4.4598,2,   34.5293,2,      12.6,2,        25,     4.715,      -999,      -999
      1012,2,    4.4565,2,   34.5294,2,      12.6,2,        27,     4.714,      -999,      -999
      1013,2,    4.4533,2,   34.5297,2,      12.6,2,        26,     4.714,      -999,      -999
      1014,2,    4.4496,2,   34.5296,2,      12.6,2,        23,     4.714,      -999,      -999
      1015,2,    4.4371,2,   34.5306,2,      12.7,2,        20,     4.714,      -999,      -999
      1016,2,    4.4353,2,   34.5304,2,      12.7,2,        21,     4.714,      -999,      -999
      1017,2,    4.4344,2,   34.5305,2,      12.7,2,        24,     4.714,      -999,      -999
      1018,2,    4.4337,2,   34.5307,2,      12.9,2,        27,     4.713,      -999,      -999
      1019,2,     4.433,2,   34.5307,2,        13,2,        26,     4.714,      -999,      -999
      1020,2,    4.4299,2,   34.5309,2,        13,2,        25,     4.714,      -999,      -999
      1021,2,    4.4236,2,   34.5311,2,      13.1,2,        26,     4.714,      -999,      -999
      1022,2,    4.4169,2,   34.5313,2,      13.1,2,        29,     4.714,      -999,      -999
      1023,2,    4.3943,2,   34.5325,2,      13.2,2,        26,     4.714,      -999,      -999
      1024,2,    4.3917,2,   34.5325,2,      13.2,2,        25,     4.713,      -999,      -999
      1025,2,    4.3916,2,   34.5324,2,      13.4,2,        26,     4.713,      -999,      -999
      1026,2,    4.3913,2,   34.5324,2,      13.5,2,        24,     4.712,      -999,      -999
      1027,2,    4.3886,2,   34.5326,2,      13.6,2,        22,     4.714,      -999,      -999
      1028,2,    4.3834,2,   34.5329,2,      13.7,2,        23,     4.713,      -999,      -999
      1029,2,    4.3824,2,    34.533,2,      13.7,2,        22,     4.713,      -999,      -999
      1030,2,    4.3784,2,   34.5331,2,      13.7,2,        21,     4.713,      -999,      -999
      1031,2,    4.3758,2,   34.5332,2,      13.8,2,        21,     4.713,      -999,      -999
      1032,2,    4.3708,2,   34.5334,2,      13.8,2,        22,     4.713,      -999,      -999
      1033,2,    4.3642,2,   34.5337,2,      13.8,2,        25,     4.713,      -999,      -999
      1034,2,    4.3599,2,    34.534,2,      13.8,2,        31,     4.714,      -999,      -999
      1035,2,    4.3574,2,    34.534,2,      13.9,2,        37,     4.714,      -999,      -999
      1036,2,    4.3466,2,   34.5345,2,        14,2,        31,     4.714,      -999,      -999
      1037,2,    4.3382,2,   34.5351,2,        14,2,        24,     4.714,      -999,      -999
      1038,2,     4.338,2,    34.535,2,      14.1,2,        21,     4.714,      -999,      -999
      1039,2,    4.3351,2,   34.5352,2,      14.1,2,        19,     4.713,      -999,      -999
      1040,2,     4.333,2,   34.5353,2,      14.2,2,        19,     4.714,      -999,      -999
      1041,2,    4.3313,2,   34.5355,2,      14.3,2,        19,     4.714,      -999,      -999
      1042,2,    4.3307,2,   34.5354,2,      14.3,2,        22,     4.714,      -999,      -999
      1043,2,      4.33,2,   34.5355,2,      14.3,2,        25,     4.714,      -999,      -999
      1044,2,    4.3253,2,   34.5358,2,      14.4,2,        26,     4.714,      -999,      -999
      1045,2,    4.3201,2,    34.536,2,      14.4,2,        27,     4.714,      -999,      -999
      1046,2,    4.3151,2,   34.5363,2,      14.4,2,        33,     4.714,      -999,      -999
      1047,2,    4.3116,2,   34.5365,2,      14.4,2,        38,     4.713,      -999,      -999
      1048,2,    4.3018,2,    34.537,2,      14.6,2,        24,     4.713,      -999,      -999
      1049,2,    4.2992,2,   34.5372,2,      14.6,2,        19,     4.713,      -999,      -999
      1050,2,    4.2973,2,   34.5373,2,      14.7,2,        17,     4.713,      -999,      -999
      1051,2,    4.2911,2,   34.5373,2,      14.7,2,        19,     4.713,      -999,      -999
      1052,2,    4.2824,2,   34.5377,2,      14.8,2,        20,     4.713,      -999,      -999
      1053,2,    4.2746,2,   34.5384,2,      14.9,2,        25,     4.713,      -999,      -999
      1054,2,     4.267,2,   34.5387,2,        15,2,        30,     4.713,      -999,      -999
      1055,2,    4.2609,2,   34.5387,2,        15,2,        30,     4.713,      -999,      -999
      1056,2,    4.2575,2,   34.5389,2,      15.1,2,        28,     4.713,      -999,      -999
      1057,2,    4.2513,2,   34.5394,2,      15.3,2,        24,     4.713,      -999,      -999
      1058,2,    4.2489,2,   34.5394,2,      15.5,2,        22,     4.713,      -999,      -999
      1059,2,    4.2461,2,   34.5395,2,      15.5,2,        22,     4.713,      -999,      -999
      1060,2,    4.2449,2,   34.5395,2,      15.6,2,        23,     4.713,      -999,      -999
      1061,2,    4.2426,2,   34.5397,2,      15.6,2,        25,     4.713,      -999,      -999
      1062,2,    4.2413,2,   34.5398,2,      15.6,2,        26,     4.713,      -999,      -999
      1063,2,      4.24,2,   34.5398,2,      15.6,2,        28,     4.713,      -999,      -999
      1064,2,    4.2362,2,     34.54,2,      15.7,2,        26,     4.713,      -999,      -999
      1065,2,     4.234,2,   34.5402,2,      15.8,2,        25,     4.713,      -999,      -999
      1066,2,    4.2271,2,   34.5404,2,      15.8,2,        23,     4.713,      -999,      -999
      1067,2,    4.2229,2,   34.5408,2,      15.8,2,        24,     4.713,      -999,      -999
      1068,2,    4.2148,2,    34.541,2,      15.9,2,        26,     4.713,      -999,      -999
      1069,2,    4.2102,2,   34.5413,2,        16,2,        29,     4.713,      -999,      -999
      1070,2,    4.2096,2,   34.5414,2,        16,2,        24,     4.713,      -999,      -999
      1071,2,    4.2095,2,   34.5415,2,      16.1,2,        20,     4.713,      -999,      -999
      1072,2,    4.2087,2,   34.5414,2,      16.2,2,        19,     4.712,      -999,      -999
      1073,2,     4.208,2,   34.5415,2,      16.2,2,        19,     4.712,      -999,      -999
      1074,2,    4.2052,2,   34.5417,2,      16.2,2,        23,     4.712,      -999,      -999
      1075,2,    4.1979,2,    34.542,2,      16.2,2,        36,     4.712,      -999,      -999
      1076,2,    4.1848,2,   34.5425,2,      16.3,2,        33,     4.712,      -999,      -999
      1077,2,    4.1836,2,   34.5427,2,      16.3,2,        25,     4.713,      -999,      -999
      1078,2,    4.1814,2,   34.5427,2,      16.4,2,        23,     4.713,      -999,      -999
      1079,2,    4.1783,2,   34.5427,2,      16.4,2,        22,     4.713,      -999,      -999
      1080,2,    4.1761,2,   34.5429,2,      16.5,2,        22,     4.713,      -999,      -999
      1081,2,    4.1752,2,    34.543,2,      16.6,2,        22,     4.713,      -999,      -999
      1082,2,    4.1749,2,   34.5431,2,      16.7,2,        23,     4.712,      -999,      -999
      1083,2,    4.1753,2,    34.543,2,      16.7,2,        28,     4.712,      -999,      -999
      1084,2,    4.1754,2,   34.5431,2,      16.8,2,        33,     4.712,      -999,      -999
      1085,2,    4.1754,2,   34.5431,2,      16.8,2,        26,     4.713,      -999,      -999
      1086,2,    4.1731,2,   34.5431,2,      16.8,2,        22,     4.712,      -999,      -999
      1087,2,     4.168,2,   34.5434,2,      16.7,2,        19,     4.713,      -999,      -999
      1088,2,    4.1671,2,   34.5435,2,      16.7,2,        20,     4.712,      -999,      -999
      1089,2,    4.1641,2,   34.5434,2,      16.8,2,        21,     4.712,      -999,      -999
      1090,2,    4.1574,2,   34.5436,2,      16.8,2,        25,     4.712,      -999,      -999
      1091,2,    4.1482,2,   34.5441,2,      16.9,2,        30,     4.712,      -999,      -999
      1092,2,    4.1409,2,   34.5442,2,      17.1,2,        27,     4.712,      -999,      -999
      1093,2,    4.1267,2,   34.5446,2,      17.2,2,        26,     4.712,      -999,      -999
      1094,2,    4.1171,2,   34.5451,2,      17.3,2,        29,     4.712,      -999,      -999
      1095,2,    4.1106,2,   34.5452,2,      17.5,2,        29,     4.712,      -999,      -999
      1096,2,    4.1079,2,   34.5455,2,      17.6,2,        26,     4.712,      -999,      -999
      1097,2,    4.1067,2,   34.5455,2,      17.7,2,        22,     4.712,      -999,      -999
      1098,2,    4.1043,2,   34.5457,2,      17.8,2,        21,     4.712,      -999,      -999
      1099,2,    4.1027,2,   34.5456,2,      17.9,2,        19,     4.712,      -999,      -999
      1100,2,    4.1009,2,   34.5457,2,      17.9,2,        20,     4.712,      -999,      -999
      1101,2,    4.0981,2,   34.5459,2,      17.9,2,        20,     4.712,      -999,      -999
      1102,2,    4.0958,2,    34.546,2,      17.9,2,        23,     4.712,      -999,      -999
      1103,2,    4.0944,2,   34.5459,2,      17.9,2,        28,     4.712,      -999,      -999
      1104,2,    4.0912,2,   34.5461,2,      17.9,2,        40,     4.712,      -999,      -999
      1105,2,    4.0851,2,   34.5463,2,        18,2,        34,     4.712,      -999,      -999
      1106,2,    4.0847,2,   34.5465,2,      18.1,2,        25,     4.713,      -999,      -999
      1107,2,    4.0838,2,   34.5465,2,      18.1,2,        21,     4.713,      -999,      -999
      1108,2,    4.0829,2,   34.5465,2,      18.1,2,        19,     4.713,      -999,      -999
      1109,2,    4.0826,2,   34.5464,2,      18.1,2,        19,     4.713,      -999,      -999
      1110,2,      4.08,2,   34.5466,2,      18.1,2,        19,     4.713,      -999,      -999
      1111,2,    4.0803,2,   34.5466,2,      18.2,2,        21,     4.713,      -999,      -999
      1112,2,    4.0804,2,   34.5466,2,      18.3,2,        26,     4.713,      -999,      -999
      1113,2,    4.0797,2,   34.5467,2,      18.3,2,        28,     4.713,      -999,      -999
      1114,2,    4.0787,2,   34.5468,2,      18.3,2,        28,     4.713,      -999,      -999
      1115,2,    4.0789,2,   34.5467,2,      18.3,2,        29,     4.713,      -999,      -999
      1116,2,    4.0778,2,   34.5468,2,      18.3,2,        27,     4.713,      -999,      -999
      1117,2,    4.0775,2,   34.5468,2,      18.2,2,        25,     4.713,      -999,      -999
      1118,2,    4.0767,2,    34.547,2,      18.2,2,        25,     4.712,      -999,      -999
      1119,2,    4.0753,2,    34.547,2,      18.2,2,        24,     4.713,      -999,      -999
      1120,2,     4.074,2,   34.5469,2,      18.2,2,        23,     4.713,      -999,      -999
      1121,2,    4.0735,2,    34.547,2,      18.2,2,        22,     4.713,      -999,      -999
      1122,2,    4.0721,2,   34.5471,2,      18.3,2,        22,     4.713,      -999,      -999
      1123,2,    4.0715,2,   34.5471,2,      18.3,2,        24,     4.713,      -999,      -999
      1124,2,    4.0687,2,   34.5471,2,      18.3,2,        26,     4.713,      -999,      -999
      1125,2,    4.0602,2,   34.5474,2,      18.3,2,        28,     4.713,      -999,      -999
      1126,2,    4.0548,2,   34.5477,2,      18.4,2,        28,     4.713,      -999,      -999
      1127,2,    4.0488,2,   34.5477,2,      18.5,2,        26,     4.713,      -999,      -999
      1128,2,    4.0453,2,    34.548,2,      18.6,2,        23,     4.713,      -999,      -999
      1129,2,    4.0439,2,    34.548,2,      18.7,2,        22,     4.713,      -999,      -999
      1130,2,    4.0424,2,   34.5477,2,      18.8,2,        21,     4.713,      -999,      -999
      1131,2,    4.0179,2,   34.5485,2,        19,2,        23,     4.713,      -999,      -999
      1132,2,    4.0161,2,   34.5488,2,        19,2,        28,     4.713,      -999,      -999
      1133,2,     4.016,2,   34.5488,2,      19.1,2,        55,     4.713,      -999,      -999
      1134,2,     4.016,2,   34.5489,2,      19.3,2,        37,     4.713,      -999,      -999
      1135,2,    4.0162,2,   34.5489,2,      19.4,2,        33,     4.713,      -999,      -999
      1136,2,    4.0163,2,    34.549,2,      19.3,2,        31,     4.714,      -999,      -999
      1137,2,    4.0163,2,    34.549,2,      19.3,2,        35,     4.713,      -999,      -999
      1138,2,    4.0151,2,   34.5491,2,      19.4,2,        33,     4.714,      -999,      -999
      1139,2,     4.014,2,    34.549,2,      19.4,2,        31,     4.713,      -999,      -999
      1140,2,    4.0124,2,   34.5492,2,      19.4,2,        38,     4.713,      -999,      -999
      1141,2,    4.0113,2,   34.5491,2,      19.4,2,        52,     4.714,      -999,      -999
      1142,2,    4.0032,2,   34.5495,2,      19.4,2,        51,     4.714,      -999,      -999
      1143,2,    3.9944,2,   34.5497,2,      19.5,2,        30,     4.714,      -999,      -999
      1144,2,    3.9901,2,     34.55,2,      19.5,2,        24,     4.713,      -999,      -999
      1145,2,    3.9887,2,   34.5498,2,      19.6,2,        24,     4.713,      -999,      -999
      1146,2,    3.9782,2,   34.5502,2,      19.8,2,        27,     4.713,      -999,      -999
      1147,2,    3.9666,2,   34.5505,2,      19.9,2,        42,     4.714,      -999,      -999
      1148,2,    3.9572,2,   34.5511,2,      20.1,2,        66,     4.714,      -999,      -999
      1149,2,    3.9513,2,   34.5514,2,      20.3,2,        35,     4.714,      -999,      -999
      1150,2,    3.9436,2,   34.5517,2,      20.4,2,        27,     4.714,      -999,      -999
      1151,2,     3.941,2,   34.5518,2,      20.5,2,        29,     4.714,      -999,      -999
      1152,2,    3.9394,2,   34.5519,2,      20.5,2,        33,     4.714,      -999,      -999
      1153,2,    3.9363,2,   34.5521,2,      20.7,2,        36,     4.714,      -999,      -999
      1154,2,    3.9323,2,   34.5523,2,      20.7,2,        33,     4.714,      -999,      -999
      1155,2,    3.9286,2,   34.5524,2,      20.8,2,        35,     4.714,      -999,      -999
      1156,2,    3.9265,2,   34.5525,2,      20.9,2,        61,     4.714,      -999,      -999
      1157,2,    3.9243,2,   34.5527,2,        21,2,        35,     4.714,      -999,      -999
      1158,2,    3.9227,2,   34.5528,2,        21,2,        36,     4.714,      -999,      -999
      1159,2,    3.9194,2,   34.5529,2,        21,2,        32,     4.714,      -999,      -999
      1160,2,    3.9142,2,   34.5531,2,      21.1,2,        28,     4.714,      -999,      -999
